00_20250111201655.jpg>Blue:1,Lux:3.25,Green:0,Red:1,Clear:1
00_20250111204703.jpg>Green:0,Lux:2.42,Red:0,Pressure:1009.13,Blue:0,Clear:1,CO2:1067,Gas:21687,Temp:34.24,Humidity:62
00_20250111204703.jpg>Humidity:62,Blue:0,Gas:21687,Pressure:1009.13,Red:0,Temp:34.24,Green:0,Lux:2.42,CO2:1067,Clear:1
00_20250111204703.jpg>Red:0,Gas:21687,Clear:1,Blue:0,Pressure:1009.13,CO2:1067,Lux:2.42,Humidity:62,Temp:34.24,Green:0
00_20250111204703.jpg>Temp:34.24,Pressure:1009.13,Clear:1,Gas:21687,Green:0,Red:0,Humidity:62,Lux:2.42,CO2:1067,Blue:0
00_20250111204703.jpg>Gas:21687,Green:0,CO2:1067,Pressure:1009.13,Red:0,Humidity:62,Clear:1,Temp:34.24,Blue:0,Lux:2.42
00_20250111204703.jpg>Temp:34.24,Pressure:1009.13,CO2:1067,Lux:2.42,Humidity:62,Blue:0,Green:0,Red:0,Clear:1,Gas:21687
00_20250111211710.jpg>Clear:0,Red:0,Green:0,Blue:0,Temp:34.32,Pressure:1009.3,CO2:590,Humidity:62,Gas:24503,Lux:1.85
00_20250111211710.jpg>CO2:590,Temp:34.32,Lux:1.85,Humidity:62,Gas:24503,Pressure:1009.3,Green:0,Clear:0,Blue:0,Red:0
00_20250111211710.jpg>CO2:590,Red:0,Blue:0,Gas:24503,Green:0,Lux:1.85,Clear:0,Humidity:62,Temp:34.32,Pressure:1009.3
00_20250111211710.jpg>Temp:34.32,Pressure:1009.3,Lux:1.85,Green:0,Red:0,Clear:0,CO2:590,Gas:24503,Blue:0,Humidity:62
00_20250111211710.jpg>Pressure:1009.3,CO2:590,Green:0,Temp:34.32,Blue:0,Humidity:62,Red:0,Gas:24503,Clear:0,Lux:1.85
00_20250111211710.jpg>Clear:0,Red:0,Pressure:1009.3,Temp:34.32,Blue:0,CO2:590,Green:0,Lux:1.85,Humidity:62,Gas:24503
00_20250111214718.jpg>Clear:0,Red:0,Green:0,Blue:0,Temp:34.3,Pressure:1009.51,CO2:533,Humidity:61,Gas:25330,Lux:1.88
00_20250111214718.jpg>Pressure:1009.51,Green:0,Blue:0,Humidity:61,CO2:533,Temp:34.3,Red:0,Lux:1.88,Clear:0,Gas:25330
00_20250111214718.jpg>CO2:533,Lux:1.88,Clear:0,Green:0,Gas:25330,Red:0,Pressure:1009.51,Humidity:61,Temp:34.3,Blue:0
00_20250111214718.jpg>CO2:533,Green:0,Blue:0,Pressure:1009.51,Clear:0,Humidity:61,Gas:25330,Temp:34.3,Lux:1.88,Red:0
00_20250111214718.jpg>Lux:1.88,Humidity:61,Pressure:1009.51,Blue:0,Clear:0,CO2:533,Gas:25330,Temp:34.3,Red:0,Green:0
00_20250111214718.jpg>Humidity:61,CO2:533,Red:0,Clear:0,Gas:25330,Green:0,Lux:1.88,Blue:0,Temp:34.3,Pressure:1009.51
00_20250111214718.jpg>Clear:0,Lux:1.88,CO2:533,Humidity:61,Red:0,Gas:25330,Blue:0,Temp:34.3,Pressure:1009.51,Green:0
00_20250111214718.jpg>Pressure:1009.51,Gas:25330,Humidity:61,Blue:0,Temp:34.3,Green:0,Lux:1.88,Red:0,CO2:533,Clear:0
00_20250111214718.jpg>Humidity:61,Temp:34.3,Clear:0,Green:0,CO2:533,Lux:1.88,Gas:25330,Red:0,Pressure:1009.51,Blue:0
00_20250111221726.jpg>Clear:13,Red:5,Green:5,Blue:4,Temp:34.33,Pressure:1009.62,CO2:974,Humidity:61,Gas:22428,Lux:24.47
00_20250111221726.jpg>Humidity:61,Blue:4,Lux:24.47,Pressure:1009.62,Temp:34.33,CO2:974,Green:5,Gas:22428,Red:5,Clear:13
00_20250111221726.jpg>CO2:974,Pressure:1009.62,Gas:22428,Clear:13,Blue:4,Red:5,Lux:24.47,Temp:34.33,Humidity:61,Green:5
00_20250111221726.jpg>Temp:34.33,Gas:22428,Green:5,Pressure:1009.62,Red:5,Lux:24.47,Humidity:61,Blue:4,CO2:974,Clear:13
00_20250111221726.jpg>Clear:13,Pressure:1009.62,Blue:4,Gas:22428,Lux:24.47,Humidity:61,Red:5,Green:5,Temp:34.33,CO2:974
00_20250111221726.jpg>Clear:13,Lux:24.47,Pressure:1009.62,Green:5,Gas:22428,Blue:4,CO2:974,Red:5,Humidity:61,Temp:34.33
00_20250111221726.jpg>Red:5,Green:5,Temp:34.33,Humidity:61,Blue:4,Pressure:1009.62,CO2:974,Clear:13,Gas:22428,Lux:24.47
00_20250111221726.jpg>Humidity:61,Pressure:1009.62,Clear:13,CO2:974,Blue:4,Lux:24.47,Green:5,Gas:22428,Temp:34.33,Red:5
00_20250111224734.jpg>Clear:22,Red:10,Green:9,Blue:6,Temp:34.07,Pressure:1009.4,CO2:1200,Humidity:62,Gas:21249,Lux:36.8
00_20250111224734.jpg>Humidity:62,Clear:22,Pressure:1009.4,Gas:21249,Temp:34.07,Blue:6,Lux:36.8,Green:9,CO2:1200,Red:10
00_20250111224734.jpg>Gas:21249,Temp:34.07,Red:10,Humidity:62,CO2:1200,Lux:36.8,Blue:6,Green:9,Clear:22,Pressure:1009.4
00_20250111224734.jpg>CO2:1200,Green:9,Temp:34.07,Blue:6,Lux:36.8,Clear:22,Red:10,Humidity:62,Pressure:1009.4,Gas:21249
00_20250111224734.jpg>Humidity:62,Blue:6,CO2:1200,Temp:34.07,Gas:21249,Green:9,Pressure:1009.4,Clear:22,Red:10,Lux:36.8
00_20250111224734.jpg>Red:10,Green:9,Pressure:1009.4,CO2:1200,Clear:22,Temp:34.07,Gas:21249,Blue:6,Lux:36.8,Humidity:62
00_20250111231742.jpg>Clear:21,Red:10,Green:9,Blue:6,Temp:34.53,Pressure:1009.32,CO2:535,Humidity:61,Gas:24969,Lux:36.87
00_20250111231742.jpg>Pressure:1009.32,Blue:6,CO2:535,Gas:24969,Red:10,Temp:34.53,Humidity:61,Clear:21,Green:9,Lux:36.87
00_20250111231742.jpg>Lux:36.87,Pressure:1009.32,Clear:21,Green:9,Temp:34.53,Red:10,Humidity:61,CO2:535,Blue:6,Gas:24969
00_20250111231742.jpg>CO2:535,Clear:21,Green:9,Pressure:1009.32,Gas:24969,Blue:6,Red:10,Lux:36.87,Humidity:61,Temp:34.53
00_20250111231742.jpg>Blue:6,Clear:21,Red:10,CO2:535,Temp:34.53,Green:9,Lux:36.87,Pressure:1009.32,Gas:24969,Humidity:61
00_20250111231742.jpg>Gas:24969,Clear:21,Humidity:61,Green:9,Temp:34.53,Pressure:1009.32,CO2:535,Blue:6,Red:10,Lux:36.87
00_20250111231742.jpg>Humidity:61,Red:10,Clear:21,Temp:34.53,Pressure:1009.32,Blue:6,CO2:535,Green:9,Lux:36.87,Gas:24969
00_20250111234749.jpg>Clear:21,Red:10,Green:9,Blue:6,Temp:34.64,Pressure:1009.42,CO2:778,Humidity:61,Gas:23298,Lux:36.42
00_20250111234749.jpg>Pressure:1009.42,Red:10,Blue:6,Temp:34.64,Green:9,Humidity:61,Lux:36.42,CO2:778,Clear:21,Gas:23298
00_20250111234749.jpg>Gas:23298,Temp:34.64,CO2:778,Humidity:61,Clear:21,Red:10,Pressure:1009.42,Green:9,Blue:6,Lux:36.42
00_20250111234749.jpg>Blue:6,CO2:778,Green:9,Humidity:61,Gas:23298,Red:10,Temp:34.64,Pressure:1009.42,Lux:36.42,Clear:21
00_20250111234749.jpg>Humidity:61,Green:9,Lux:36.42,Gas:23298,Pressure:1009.42,Clear:21,CO2:778,Temp:34.64,Red:10,Blue:6
00_20250111234749.jpg>Humidity:61,Gas:23298,Clear:21,Blue:6,Red:10,Lux:36.42,Green:9,CO2:778,Pressure:1009.42,Temp:34.64
00_20250111234749.jpg>Blue:6,Red:10,Clear:21,Humidity:61,Lux:36.42,Gas:23298,Temp:34.64,CO2:778,Pressure:1009.42,Green:9
00_20250111234749.jpg>CO2:778,Temp:34.64,Gas:23298,Pressure:1009.42,Lux:36.42,Red:10,Humidity:61,Blue:6,Clear:21,Green:9
00_20250112001757.jpg>Lux:35.84,Green:8,Humidity:60,Red:10,Clear:21,Gas:24618,CO2:628,Blue:6,Temp:34.67,Pressure:1009.13
00_20250112001757.jpg>Humidity:60,Green:8,Gas:24618,Pressure:1009.13,Clear:21,Blue:6,Red:10,CO2:628,Temp:34.67,Lux:35.84
00_20250112001757.jpg>Clear:21,Gas:24618,Blue:6,Humidity:60,Red:10,Lux:35.84,CO2:628,Temp:34.67,Pressure:1009.13,Green:8
00_20250112001757.jpg>Blue:6,Humidity:60,Clear:21,Pressure:1009.13,Red:10,Gas:24618,CO2:628,Green:8,Temp:34.67,Lux:35.84
00_20250112001757.jpg>Green:8,Clear:21,Temp:34.67,Red:10,Lux:35.84,Humidity:60,Blue:6,CO2:628,Pressure:1009.13,Gas:24618
00_20250112001757.jpg>Pressure:1009.13,Green:8,Gas:24618,Lux:35.84,CO2:628,Blue:6,Clear:21,Red:10,Temp:34.67,Humidity:60
00_20250112001757.jpg>Temp:34.67,Blue:6,Green:8,Gas:24618,Clear:21,Lux:35.84,Humidity:60,CO2:628,Red:10,Pressure:1009.13
00_20250112004805.jpg>Clear:21,Red:10,Green:8,Blue:6,Temp:34.61,Pressure:1008.81,CO2:631,Humidity:61,Gas:24778,Lux:35.26
00_20250112004805.jpg>Clear:21,Blue:6,CO2:631,Humidity:61,Lux:35.26,Gas:24778,Red:10,Pressure:1008.81,Green:8,Temp:34.61
00_20250112004805.jpg>CO2:631,Red:10,Pressure:1008.81,Blue:6,Humidity:61,Temp:34.61,Gas:24778,Green:8,Clear:21,Lux:35.26
00_20250112004805.jpg>Humidity:61,Temp:34.61,Blue:6,Pressure:1008.81,Red:10,Gas:24778,Green:8,Lux:35.26,Clear:21,CO2:631
00_20250112004805.jpg>Green:8,Temp:34.61,Humidity:61,Lux:35.26,Clear:21,Blue:6,Pressure:1008.81,Gas:24778,CO2:631,Red:10
00_20250112004805.jpg>Clear:21,Blue:6,Green:8,Gas:24778,Pressure:1008.81,Lux:35.26,Red:10,Temp:34.61,Humidity:61,CO2:631
00_20250112004805.jpg>Green:8,Blue:6,Lux:35.26,Red:10,Gas:24778,Clear:21,Temp:34.61,Pressure:1008.81,CO2:631,Humidity:61
00_20250112004805.jpg>Green:8,Red:10,Gas:24778,CO2:631,Blue:6,Humidity:61,Lux:35.26,Temp:34.61,Pressure:1008.81,Clear:21
00_20250112011812.jpg>Clear:12,Red:5,Green:5,Blue:4,Temp:34.53,Pressure:1008.47,CO2:890,Humidity:61,Gas:23324,Lux:22.6
00_20250112011812.jpg>Humidity:61,Temp:34.53,Green:5,Lux:22.6,CO2:890,Gas:23324,Pressure:1008.47,Clear:12,Red:5,Blue:4
00_20250112011812.jpg>Red:5,CO2:890,Clear:12,Blue:4,Lux:22.6,Pressure:1008.47,Temp:34.53,Green:5,Gas:23324,Humidity:61
00_20250112011812.jpg>Gas:23324,Blue:4,Red:5,Green:5,Temp:34.53,Clear:12,Lux:22.6,Pressure:1008.47,CO2:890,Humidity:61
00_20250112011812.jpg>Blue:4,Temp:34.53,Green:5,Gas:23324,Red:5,Humidity:61,Pressure:1008.47,Lux:22.6,CO2:890,Clear:12
00_20250112011812.jpg>CO2:890,Humidity:61,Clear:12,Lux:22.6,Green:5,Gas:23324,Temp:34.53,Pressure:1008.47,Blue:4,Red:5
00_20250112014820.jpg>Clear:22,Red:10,Green:9,Blue:6,Temp:34.49,Pressure:1007.86,CO2:514,Humidity:61,Gas:26815,Lux:35.94
00_20250112014820.jpg>Lux:35.94,Green:9,Humidity:61,Clear:22,Gas:26815,Temp:34.49,Pressure:1007.86,CO2:514,Blue:6,Red:10
00_20250112014820.jpg>Gas:26815,Temp:34.49,Humidity:61,Blue:6,Red:10,Pressure:1007.86,Green:9,Clear:22,Lux:35.94,CO2:514
00_20250112014820.jpg>Blue:6,Red:10,Clear:22,Temp:34.49,Pressure:1007.86,CO2:514,Gas:26815,Lux:35.94,Green:9,Humidity:61
00_20250112014820.jpg>Temp:34.49,Pressure:1007.86,Humidity:61,CO2:514,Clear:22,Green:9,Lux:35.94,Gas:26815,Red:10,Blue:6
00_20250112014820.jpg>Gas:26815,Red:10,Humidity:61,CO2:514,Clear:22,Pressure:1007.86,Lux:35.94,Green:9,Temp:34.49,Blue:6
00_20250112014820.jpg>Humidity:61,Temp:34.49,Red:10,Gas:26815,CO2:514,Green:9,Pressure:1007.86,Blue:6,Clear:22,Lux:35.94
00_20250112014820.jpg>Red:10,Blue:6,Humidity:61,Clear:22,Gas:26815,Green:9,Pressure:1007.86,Lux:35.94,CO2:514,Temp:34.49
00_20250112021829.jpg>Clear:22,Red:10,Green:9,Blue:6,Temp:34.52,Pressure:1007.88,CO2:638,Humidity:61,Gas:25118,Lux:35.54
00_20250112021829.jpg>Gas:25118,Temp:34.52,Red:10,Clear:22,Blue:6,Pressure:1007.88,CO2:638,Lux:35.54,Humidity:61,Green:9
00_20250112021829.jpg>Pressure:1007.88,Gas:25118,Lux:35.54,CO2:638,Blue:6,Red:10,Clear:22,Temp:34.52,Humidity:61,Green:9
