00_20250112092017.jpg>Clear:6125,Red:1441,Green:2593,Blue:2904,Temp:35.4,Pressure:1008.57,CO2:1675,Humidity:58,Gas:19531,Lux:3691.49
00_20250112092017.jpg>Lux:3691.49,Temp:35.4,Green:2593,Pressure:1008.57,Gas:19531,Blue:2904,Red:1441,Clear:6125,Humidity:58,CO2:1675
00_20250112092017.jpg>Gas:19531,Blue:2904,Green:2593,Clear:6125,Lux:3691.49,Humidity:58,CO2:1675,Red:1441,Pressure:1008.57,Temp:35.4
00_20250112092017.jpg>CO2:1675,Humidity:58,Clear:6125,Blue:2904,Red:1441,Lux:3691.49,Pressure:1008.57,Green:2593,Gas:19531,Temp:35.4
00_20250112092017.jpg>Green:2593,Blue:2904,Temp:35.4,Humidity:58,Gas:19531,Red:1441,Clear:6125,Pressure:1008.57,Lux:3691.49,CO2:1675
00_20250112092017.jpg>Blue:2904,Green:2593,CO2:1675,Pressure:1008.57,Lux:3691.49,Humidity:58,Clear:6125,Red:1441,Gas:19531,Temp:35.4
00_20250112092017.jpg>Clear:6125,Red:1441,Humidity:58,Gas:19531,Blue:2904,CO2:1675,Temp:35.4,Lux:3691.49,Green:2593,Pressure:1008.57
00_20250112092017.jpg>Clear:6125,Temp:35.4,Green:2593,CO2:1675,Gas:19531,Blue:2904,Humidity:58,Pressure:1008.57,Lux:3691.49,Red:1441
00_20250112092017.jpg>Green:2593,Lux:3691.49,CO2:1675,Humidity:58,Gas:19531,Clear:6125,Temp:35.4,Pressure:1008.57,Blue:2904,Red:1441
00_20250112092017.jpg>Gas:19531,Humidity:58,Red:1441,Pressure:1008.57,Temp:35.4,Clear:6125,Lux:3691.49,CO2:1675,Green:2593,Blue:2904
00_20250112095024.jpg>Clear:11144,Red:2629,Green:4635,Blue:5175,Temp:35.7,Pressure:1008.79,CO2:822,Humidity:58,Gas:23196,Lux:5289.1
00_20250112095024.jpg>Temp:35.7,Clear:11144,CO2:822,Red:2629,Blue:5175,Humidity:58,Pressure:1008.79,Green:4635,Gas:23196,Lux:5289.1
00_20250112095024.jpg>Clear:11144,Gas:23196,Temp:35.7,Blue:5175,Lux:5289.1,CO2:822,Pressure:1008.79,Green:4635,Red:2629,Humidity:58
00_20250112095024.jpg>Temp:35.7,Red:2629,Lux:5289.1,Green:4635,Gas:23196,Humidity:58,Clear:11144,Blue:5175,Pressure:1008.79,CO2:822
00_20250112095024.jpg>Blue:5175,Clear:11144,CO2:822,Green:4635,Temp:35.7,Humidity:58,Gas:23196,Pressure:1008.79,Red:2629,Lux:5289.1
