00_20250111191640.jpg>Lux:198.57,Blue:18,Red:6,Gas:24263,Humidity:61,Pressure:1008.34,Temp:34.2,Green:13,Clear:32,CO2:763
00_20250111194647.jpg>Pressure:1008.59,CO2:585,Green:0,Temp:34.09,Blue:0,Clear:0,Red:0,Humidity:61,Lux:3.5,Gas:24984
00_20250111171611.jpg>Clear:3179,Red:737,Green:1335,Blue:1489,Temp:34.65,Pressure:1007.41,CO2:530,Humidity:60,Gas:24999,Lux:24321.33
00_20250111171611.jpg>Humidity:60,Pressure:1007.41,Clear:3179,Red:737,Blue:1489,Lux:24321.33,Temp:34.65,CO2:530,Gas:24999,Green:1335
00_20250111184633.jpg>Temp:34.26,Humidity:61,Green:155,Blue:184,CO2:1892,Clear:375,Lux:2767.22,Pressure:1008.16,Red:84,Gas:20383
00_20250111184633.jpg>Blue:184,Pressure:1008.16,Green:155,Clear:375,CO2:1892,Temp:34.26,Lux:2767.22,Gas:20383,Red:84,Humidity:61
00_20250111164401.jpg>Clear:4520,Red:1096,Green:1874,Blue:2080,Temp:34.96,Pressure:1007.59,CO2:605,Humidity:59,Gas:24028,Lux:30276.94
00_20250111191640.jpg>CO2:763,Gas:24263,Temp:34.2,Clear:32,Red:6,Blue:18,Green:13,Humidity:61,Pressure:1008.34,Lux:198.57
00_20250111171611.jpg>CO2:530,Blue:1489,Red:737,Gas:24999,Temp:34.65,Clear:3179,Green:1335,Pressure:1007.41,Lux:24321.33,Humidity:60
00_20250111164401.jpg>CO2:605,Lux:30276.94,Blue:2080,Pressure:1007.59,Gas:24028,Red:1096,Temp:34.96,Clear:4520,Green:1874,Humidity:59
00_20250111184633.jpg>Gas:20383,Green:155,Pressure:1008.16,Temp:34.26,Humidity:61,Lux:2767.22,Red:84,Blue:184,Clear:375,CO2:1892
00_20250111184633.jpg>Humidity:61,Pressure:1008.16,Red:84,Temp:34.26,Gas:20383,Lux:2767.22,CO2:1892,Green:155,Clear:375,Blue:184
00_20250111164401.jpg>Clear:4520,CO2:605,Temp:34.96,Red:1096,Green:1874,Humidity:59,Blue:2080,Lux:30276.94,Gas:24028,Pressure:1007.59
00_20250111164309.jpg>Gas:22357,Pressure:1007.61,Lux:30132.91,Humidity:59,Red:1089,Blue:2095,CO2:822,Green:1886,Temp:34.98,Clear:4541
