00_20250121005342.jpg>Clear:5,Red:2,Green:2,Blue:1,Temp:35.45,Pressure:1006.98,CO2:850,Humidity:56,Gas:31849,Lux:15.19
00_20250121005342.jpg>CO2:850,Lux:15.19,Gas:31849,Red:2,Clear:5,Humidity:56,Blue:1,Pressure:1006.98,Green:2,Temp:35.45
00_20250121005342.jpg>Temp:35.45,Humidity:56,Lux:15.19,Pressure:1006.98,Blue:1,Red:2,Gas:31849,CO2:850,Clear:5,Green:2
00_20250121011225.jpg>Clear:2,Red:1,Green:1,Blue:1,Temp:35.78,Pressure:1006.93,CO2:943,Humidity:56,Gas:30532,Lux:8.22
00_20250121011225.jpg>Red:1,Clear:2,Gas:30532,CO2:943,Pressure:1006.93,Temp:35.78,Blue:1,Green:1,Humidity:56,Lux:8.22
00_20250121011225.jpg>Lux:8.22,Gas:30532,Green:1,Clear:2,Pressure:1006.93,Blue:1,CO2:943,Temp:35.78,Red:1,Humidity:56
00_20250121011225.jpg>Pressure:1006.93,Clear:2,Temp:35.78,Gas:30532,Red:1,Blue:1,Lux:8.22,Humidity:56,Green:1,CO2:943
00_20250121012641.jpg>Clear:2,Red:1,Green:1,Blue:1,Temp:35.71,Pressure:1006.94,CO2:677,Humidity:56,Gas:32589,Lux:8.33
00_20250121012641.jpg>Humidity:56,Green:1,Pressure:1006.94,Clear:2,Blue:1,CO2:677,Red:1,Gas:32589,Lux:8.33,Temp:35.71
00_20250121012641.jpg>Blue:1,Pressure:1006.94,Humidity:56,Clear:2,Gas:32589,Lux:8.33,Red:1,CO2:677,Temp:35.71,Green:1
00_20250121012641.jpg>Gas:32589,CO2:677,Clear:2,Lux:8.33,Blue:1,Green:1,Humidity:56,Red:1,Temp:35.71,Pressure:1006.94
00_20250121012641.jpg>Pressure:1006.94,CO2:677,Humidity:56,Temp:35.71,Clear:2,Blue:1,Red:1,Lux:8.33,Gas:32589,Green:1
00_20250121012641.jpg>Red:1,Temp:35.71,Lux:8.33,Green:1,Humidity:56,Blue:1,CO2:677,Clear:2,Pressure:1006.94,Gas:32589
00_20250121023621.jpg>Clear:1,Green:0,Humidity:57,Temp:35.1,Pressure:1006.14,Red:0,Lux:0.79,Blue:0,Gas:34458,CO2:547
00_20250121023621.jpg>Pressure:1006.14,Lux:0.79,Red:0,Blue:0,CO2:547,Gas:34458,Green:0,Temp:35.1,Clear:1,Humidity:57
00_20250121023621.jpg>Lux:0.79,Gas:34458,Humidity:57,Temp:35.1,Green:0,CO2:547,Blue:0,Red:0,Clear:1,Pressure:1006.14
00_20250121023621.jpg>Red:0,Humidity:57,Temp:35.1,Lux:0.79,Green:0,CO2:547,Blue:0,Clear:1,Gas:34458,Pressure:1006.14
00_20250121023621.jpg>Red:0,Temp:35.1,CO2:547,Gas:34458,Clear:1,Green:0,Blue:0,Humidity:57,Pressure:1006.14,Lux:0.79
00_20250121023621.jpg>Red:0,Lux:0.79,CO2:547,Temp:35.1,Clear:1,Humidity:57,Pressure:1006.14,Green:0,Blue:0,Gas:34458
00_20250121033622.jpg>Clear:1,Red:0,Green:0,Blue:0,Temp:35.49,Pressure:1005.66,CO2:779,Humidity:55,Gas:33471,Lux:0.85
00_20250121033622.jpg>Temp:35.49,Green:0,Clear:1,Blue:0,Lux:0.85,Red:0,Gas:33471,Pressure:1005.66,Humidity:55,CO2:779
00_20250121033622.jpg>Humidity:55,Blue:0,CO2:779,Gas:33471,Lux:0.85,Temp:35.49,Pressure:1005.66,Red:0,Clear:1,Green:0
